12;51;0.017079705;0.017079705;66;#DIV/0!
13;57;0.019089082;0.019089082;69;#DIV/0!
14;38;0.012726055;0.012726055;54;#DIV/0!
15;44;0.014735432;0.014735432;61;#DIV/0!
16;49;0.016409913;0.016409913;62;#DIV/0!
17;43;0.014400536;0.014400536;61;#DIV/0!
18;42;0.01406564;0.01406564;55;#DIV/0!
19;52;0.017414601;0.017414601;67;#DIV/0!
20;46;0.015405224;0.015405224;69;#DIV/0!
21;65;0.021768252;0.021768252;83;#DIV/0!
22;60;0.020093771;0.020093771;87;#DIV/0!
23;71;0.023777629;0.023777629;106;#DIV/0!
24;94;0.031480241;0.031480241;127;#DIV/0!
25;83;0.027796383;0.027796383;120;#DIV/0!
26;88;0.029470864;0.029470864;118;#DIV/0!
27;88;0.029470864;0.029470864;118;#DIV/0!
28;96;0.032150033;0.032150033;120;#DIV/0!
29;98;0.032819826;0.032819826;131;#DIV/0!
30;90;0.030140656;0.030140656;118;#DIV/0!
31;88;0.029470864;0.029470864;117;#DIV/0!
32;85;0.028466175;0.028466175;110;#DIV/0!
33;54;0.018084394;0.018084394;78;#DIV/0!
34;81;0.027126591;0.027126591;105;#DIV/0!
35;69;0.023107837;0.023107837;96;#DIV/0!
36;42;0.01406564;0.01406564;64;#DIV/0!
37;53;0.017749498;0.017749498;77;#DIV/0!
38;60;0.020093771;0.020093771;82;#DIV/0!
39;50;0.016744809;0.016744809;69;#DIV/0!
40;51;0.017079705;0.017079705;67;#DIV/0!
41;48;0.016075017;0.016075017;61;#DIV/0!
42;46;0.015405224;0.015405224;74;#DIV/0!
43;28;0.009377093;0.009377093;42;#DIV/0!
44;22;0.007367716;0.007367716;36;#DIV/0!
45;27;0.009042197;0.009042197;47;#DIV/0!
46;27;0.009042197;0.009042197;41;#DIV/0!
47;22;0.007367716;0.007367716;33;#DIV/0!
48;21;0.00703282;0.00703282;29;#DIV/0!
49;23;0.007702612;0.007702612;33;#DIV/0!
50;32;0.010716678;0.010716678;42;#DIV/0!
51;22;0.007367716;0.007367716;30;#DIV/0!
52;20;0.006697924;0.006697924;34;#DIV/0!
53;28;0.009377093;0.009377093;37;#DIV/0!
54;22;0.007367716;0.007367716;31;#DIV/0!
55;21;0.00703282;0.00703282;28;#DIV/0!
56;21;0.00703282;0.00703282;28;#DIV/0!
57;19;0.006363027;0.006363027;27;#DIV/0!
58;20;0.006697924;0.006697924;27;#DIV/0!
59;24;0.008037508;0.008037508;29;#DIV/0!
60;28;0.009377093;0.009377093;40;#DIV/0!
61;15;0.005023443;0.005023443;27;#DIV/0!
62;18;0.006028131;0.006028131;25;#DIV/0!
63;17;0.005693235;0.005693235;27;#DIV/0!
64;29;0.009711989;0.009711989;36;#DIV/0!
65;17;0.005693235;0.005693235;27;#DIV/0!
66;22;0.007367716;0.007367716;29;#DIV/0!
67;21;0.00703282;0.00703282;28;#DIV/0!
68;20;0.006697924;0.006697924;27;#DIV/0!
69;24;0.008037508;0.008037508;36;#DIV/0!
70;15;0.005023443;0.005023443;30;#DIV/0!
71;20;0.006697924;0.006697924;27;#DIV/0!
72;15;0.005023443;0.005023443;27;#DIV/0!
73;20;0.006697924;0.006697924;28;#DIV/0!
74;9;0.003014066;0.003014066;17;#DIV/0!
75;16;0.005358339;0.005358339;25;#DIV/0!
76;11;0.003683858;0.003683858;12;#DIV/0!
77;12;0.004018754;0.004018754;14;#DIV/0!
78;13;0.00435365;0.00435365;18;#DIV/0!
79;14;0.004688547;0.004688547;20;#DIV/0!
80;23;0.007702612;0.007702612;25;#DIV/0!
81;16;0.005358339;0.005358339;19;#DIV/0!
82;19;0.006363027;0.006363027;25;#DIV/0!
83;11;0.003683858;0.003683858;16;#DIV/0!
84;10;0.003348962;0.003348962;14;#DIV/0!
85;18;0.006028131;0.006028131;22;#DIV/0!
86;14;0.004688547;0.004688547;17;#DIV/0!
87;7;0.002344273;0.002344273;10;#DIV/0!
88;18;0.006028131;0.006028131;23;#DIV/0!
89;10;0.003348962;0.003348962;13;#DIV/0!
90;9;0.003014066;0.003014066;13;#DIV/0!
91;11;0.003683858;0.003683858;13;#DIV/0!
92;8;0.002679169;0.002679169;13;#DIV/0!
93;6;0.002009377;0.002009377;11;#DIV/0!
94;10;0.003348962;0.003348962;12;#DIV/0!
95;12;0.004018754;0.004018754;18;#DIV/0!
96;10;0.003348962;0.003348962;14;#DIV/0!
97;9;0.003014066;0.003014066;11;#DIV/0!
98;12;0.004018754;0.004018754;14;#DIV/0!
99;16;0.005358339;0.005358339;18;#DIV/0!
;2986;;;;
