6;20813;124878;0,226988178;0,024183282;0,005489319
7;17874;125118;0,194935218;1,335202782;0,260278045
5;14739;73695;0,160744667;0,713163782;0,114637275
8;13576;108608;0,1480609;4,646222282;0,687923851
4;7857;31428;0,085689046;3,402144282;0,291526498
0;5187;0;0,056569821;34,15806628;1,932315685
9;4762;42858;0,051934738;9,957241783;0,517126744
3;2063;6189;0,022499237;8,091124782;0,182044131
1;1722;1722;0,018780264;23,46908578;0,440755635
2;1327;2654;0,014472364;14,78010528;0,213903064
10;1121;11210;0,012225712;17,26826128;0,211116792
11;445;4895;0,004853204;26,57928078;0,128994677
12;114;1368;0,001243293;37,89030028;0,047108736
13;44;572;0,000479867;51,20131978;0,024569843
14;32;448;0,000348994;66,51233928;0,023212438
15;8;120;8,72486E-05;83,82335878;0,007313472
16;6;96;6,54365E-05;103,1343783;0,006748749
17;2;34;2,18122E-05;124,4453978;0,002714422
;91692;535893;;Variance:;5,097779375
;Moyenne:;5,84449025;;d:;0,019207492
